[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
0.5 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.5 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.5 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.5 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.5 32 -1.96576 3.45236 -1.26383 0.0133281 0.0273996 0.0160781 0.201811 0.275369 0.0750164 0.962178 
0.5 33 112.452 1.91695 1.3454 0.0554186 0.0554524 0.00121605 0.332973 0.336606 0.3293 0.207207 
0.5 34 -19.6101 3.42236 1.86911 0.135294 0.284364 -0.152474 0.64781 0.871259 0.283238 0.945683 
0.55 0 139.222 -0.876183 -1.14635 0.0525023 0.0604047 0.00222166 0.336016 0.349246 0.322244 0.385558 
0.55 1 -6.62316 0.298054 -0.818854 0.039854 0.18686 -0.000534858 0.476145 0.61133 0.282319 0.886978 
0.55 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.55 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
