[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]mu_z	 [7]M20	 [8]M02	 [9]M11	 [10]a	 [11]b	 [12]c	 [13]e 
23.7 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.7 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 1 0.870841 -7.63981e-06 7.31144 5.03276 0.0123397 0.0129758 -0.000584947 0.159109 0.16324 0.154867 0.31614 
23.72 2 0.215476 0.000489265 6.71203 5.92222 0.0107986 0.00178504 0.000185425 0.112177 0.146986 0.0596864 0.913843 
23.72 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.72 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 1 0.86899 4.42373e-05 7.3093 5.0349 0.0122784 0.012952 -0.000523543 0.158841 0.162713 0.154872 0.306683 
23.74 2 0.206917 0.000509333 6.71551 5.92309 0.0105193 0.00175845 0.000126682 0.110805 0.14506 0.0592725 0.91271 
23.74 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.74 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 1 0.868601 -4.24915e-05 7.30733 5.03636 0.0122663 0.0129529 -0.000412936 0.158806 0.162152 0.155387 0.285822 
23.76 2 0.196474 0.000731648 6.71728 5.92468 0.010196 0.00172063 6.54127e-05 0.109163 0.142804 0.0586537 0.911758 
23.76 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.76 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 1 0.8667 -7.78605e-05 7.30505 5.03765 0.0122339 0.012915 -0.000436542 0.158584 0.162038 0.155054 0.290426 
23.78 2 0.18582 0.00102732 6.71699 5.92618 0.00984254 0.00167651 8.31075e-05 0.107327 0.14031 0.0578907 0.910916 
23.78 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.78 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 1 0.869822 -3.4981e-06 7.30297 5.03945 0.0123386 0.0129473 -0.000319248 0.159016 0.161766 0.156217 0.259656 
23.8 2 0.17708 0.00102099 6.71709 5.92767 0.00971874 0.00162156 9.55123e-05 0.106491 0.139426 0.0569286 0.912845 
23.8 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.8 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 1 0.871892 -5.15814e-05 7.30174 5.04089 0.0123352 0.0130474 -0.000372269 0.159319 0.16252 0.156052 0.279313 
23.82 2 0.165157 0.000579848 6.71788 5.92947 0.00917752 0.00151207 0.000183506 0.10339 0.135513 0.0549122 0.914221 
23.82 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.82 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 1 0.871979 4.38256e-05 7.30003 5.04257 0.0122455 0.0131519 -0.0003756 0.159366 0.163017 0.155629 0.297648 
23.84 2 0.155274 0.000893899 6.72103 5.93138 0.00900273 0.00136962 0.000253155 0.101845 0.134247 0.0521773 0.921379 
23.84 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.84 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 1 0.871789 4.48071e-05 7.29906 5.04348 0.0122439 0.013154 -0.000371494 0.159367 0.163011 0.155638 0.297362 
23.86 2 0.143745 0.000887523 6.72391 5.93541 0.00919216 0.00110791 0.000153124 0.101489 0.13561 0.0470108 0.93799 
23.86 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.86 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 1 0.867704 4.7686e-05 7.29782 5.04511 0.0121613 0.0130776 -0.000368212 0.158868 0.162525 0.155124 0.298342 
23.88 2 0.134748 0.000633034 6.72856 5.93749 0.00892345 0.00100037 3.92362e-05 0.0996184 0.133594 0.0447254 0.942294 
23.88 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.88 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.9 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.9 1 0.867334 4.89056e-05 7.29619 5.04697 0.0122084 0.0130358 -0.000383929 0.158884 0.162398 0.155291 0.292583 
23.9 2 0.127267 0.000755496 6.72991 5.93862 0.00861761 0.00097944 0.000106691 0.0979645 0.131294 0.0442256 0.941561 
23.9 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.9 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.9 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.9 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.9 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.9 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.9 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
