[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]mu_z	 [7]M20	 [8]M02	 [9]M11	 [10]a	 [11]b	 [12]c	 [13]e 
21.76 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 21 0.0188153 7.06742 -0.0205078 3.1407 0.00262594 0.0290166 0.00763376 0.177884 0.249262 0.0339676 0.990671 
21.76 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.76 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 0 0.760686 6.6894 -0.000110765 3.39899 0.0116703 0.0114726 0.000290663 0.152128 0.154133 0.150096 0.227355 
21.78 1 0.849551 7.34612 0.000171413 4.31199 0.0112168 0.0122045 0.000865534 0.15304 0.159419 0.146384 0.396034 
21.78 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 22 0.0193104 7.06579 -0.0205078 3.13957 0.00254794 0.0277673 0.00734664 0.174113 0.243932 0.0335821 0.990478 
21.78 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.78 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 0 0.762188 6.68759 5.006e-05 3.40422 0.011666 0.0115906 0.000330499 0.152501 0.154667 0.150304 0.235841 
21.8 1 0.851455 7.34686 0.00011561 4.31333 0.0112091 0.0123002 0.000841006 0.153328 0.159732 0.146644 0.396435 
21.8 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 23 0.0193842 7.06708 -0.0205078 3.15246 0.00244849 0.0265679 0.00702425 0.170342 0.238598 0.0332253 0.990257 
21.8 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.8 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 0 0.761767 6.68618 -7.69465e-05 3.40895 0.0115467 0.0117481 0.000317958 0.152626 0.154796 0.150425 0.235954 
21.82 1 0.847509 7.34874 0.000120178 4.31565 0.0110357 0.0123348 0.000861698 0.152874 0.159777 0.145645 0.411192 
21.82 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 23 0.0200497 7.05783 -0.0205078 3.14179 0.00331373 0.0274039 0.00841101 0.175264 0.245153 0.0365428 0.988828 
21.82 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.82 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 0 0.765292 6.68405 -0.000113313 3.41378 0.0115669 0.0119175 0.000318161 0.153246 0.155599 0.150857 0.244985 
21.84 1 0.846983 7.35227 1.65181e-05 4.31775 0.0110023 0.0123153 0.000668962 0.152701 0.15872 0.146434 0.385773 
21.84 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 22 0.0196215 7.05877 -0.0205078 3.1575 0.00312613 0.0269394 0.00813395 0.173394 0.242704 0.035015 0.989538 
21.84 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.84 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 0 0.76989 6.68006 -9.7041e-05 3.4214 0.01161 0.0119658 0.000309411 0.153544 0.155851 0.151202 0.242437 
21.86 1 0.845429 7.35549 -9.87198e-06 4.31912 0.0110078 0.0122335 0.000774908 0.152451 0.158799 0.145826 0.395871 
21.86 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 24 0.020111 7.05744 -0.0205078 3.15722 0.00299868 0.0256902 0.00777159 0.169378 0.237052 0.0344153 0.989405 
21.86 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.86 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 0 0.760132 6.67866 -3.68268e-05 3.42795 0.0116443 0.0114831 0.000222473 0.152077 0.153625 0.150513 0.200264 
21.88 1 0.841391 7.35706 -2.1075e-05 4.32046 0.0109371 0.0121441 0.000750552 0.151925 0.158137 0.145448 0.392491 
21.88 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 25 0.022967 7.04791 -0.0205078 3.14878 0.00362274 0.0270187 0.00872115 0.175047 0.244589 0.038199 0.987729 
21.88 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.88 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 0 0.760327 6.67855 -4.23048e-05 3.43444 0.0117366 0.011368 0.00038263 0.152002 0.154771 0.149182 0.266309 
21.9 1 0.833528 7.35827 7.39616e-05 4.32288 0.0108689 0.0118826 0.000784156 0.150836 0.156904 0.144514 0.389491 
21.9 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
21.9 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
