0.0324   0.4545
0.0341   0.4497
0.0359   0.4303
0.0395   0.4625
0.0377   0.4732
0.0437   0.4759
0.0502   0.4543
0.0546   0.4414
0.0610   0.4376
0.0680   0.4075
0.0768   0.3726
0.0896   0.3876
0.1051   0.4176
0.1182   0.4406
0.1310   0.4255
0.1448   0.4190
0.1601   0.4093
0.1754   0.4098
0.1923   0.4291
0.2103   0.4307
0.2271   0.4237
0.2453   0.4607
0.2626   0.4301
0.3062   0.4423
0.3371   0.4455
0.3948   0.4524
0.4392   0.4685
0.4835   0.4770
0.5266   0.4915
0.5797   0.5038
0.6464   0.5193
0.6804   0.5365
0.7284   0.5364
0.7883   0.5579
0.8105   0.5664
0.8550   0.5787
0.8980   0.5905
0.9412   0.6018
0.9822   0.6125
1.0186   0.6318
1.0790   0.6312
1.0976   0.6377
1.1357   0.6430
1.1602   0.6505
1.0519   0.6833
